platform,post_type,post_length,views,likes,comments,shares,engagement_rate
1,1,38,244465,13250,1925,621,0.064614567
2,2,64,149228,3723,352,513,0.0307449
1,1,108,136483,6778,519,692,0.058534763
2,3,17,282818,26801,2887,1219,0.109282295
2,3,43,113707,1417,114,164,0.014906734
1,2,48,71460,1774,308,56,0.029918836
2,3,32,5576,446,71,49,0.101506456
2,1,44,150713,3298,650,435,0.029081765
2,1,20,225899,7774,1011,1115,0.043824895
1,1,54,240767,12263,777,332,0.055539173
1,1,119,101264,9608,1010,269,0.10751106
2,1,32,89325,2368,416,333,0.034895046
2,2,72,193387,18000,1971,2207,0.114681959
1,1,96,96435,7200,852,868,0.092497537
1,3,64,149730,10541,1178,1228,0.086468977
2,3,16,43907,3298,281,373,0.090008427
2,3,20,215792,2764,168,275,0.014861533
2,3,57,68917,1302,100,163,0.022708475
3,2,58,164819,6615,691,161,0.045304243
1,3,53,212573,3540,307,411,0.020030766
3,2,40,185212,18314,2489,1754,0.121790165
1,3,66,57936,3605,512,497,0.079639602
1,2,88,29178,1571,212,222,0.068716156
1,2,30,133614,10782,676,553,0.089893275
1,2,60,102423,10029,1504,1229,0.12460092
1,3,94,201822,19367,2085,2796,0.120145475
1,2,26,11000,895,162,48,0.100454545
1,1,77,142137,6246,804,815,0.055333938
3,1,73,195476,3115,195,299,0.018462625
2,3,85,113407,2138,109,152,0.021153897
2,1,53,137157,1385,215,175,0.012941374
3,1,102,51325,522,57,69,0.012625426
3,1,6,113868,10735,1000,609,0.108406225
3,3,57,195135,18231,2134,2247,0.115878751
3,3,11,150694,10560,642,279,0.076187506
1,1,104,129190,9741,1059,723,0.08919421
2,3,81,271978,15282,1485,444,0.063280854
1,2,24,88733,2786,473,162,0.038553864
2,1,98,17008,1569,119,225,0.112476482
2,3,34,52229,1827,298,211,0.04472611
3,3,79,114892,8797,1100,1040,0.095193747
1,1,99,142084,4559,283,170,0.035274908
3,3,71,53125,4691,916,446,0.113938824
1,1,63,88702,6085,974,429,0.084417488
2,3,70,145921,9899,881,1142,0.081701743
3,2,116,174444,3273,449,132,0.02209305
3,1,7,15767,752,139,42,0.059174225
2,2,60,50052,2865,543,391,0.075901063
2,1,83,252142,9193,1467,386,0.043808648
2,3,21,249886,22311,3550,2280,0.112615353
3,2,116,101427,8660,793,527,0.098395891
1,3,56,179361,9761,1937,299,0.06688745
3,1,11,132591,5383,465,264,0.046096643
1,1,116,155637,12783,810,1700,0.098260696
3,1,9,186236,5162,1014,714,0.03699607
3,1,102,102547,1685,122,125,0.018840142
2,1,101,73125,1032,132,103,0.017326496
1,2,58,242346,3267,392,286,0.016278379
3,1,65,52281,2823,500,159,0.066601633
3,3,113,191060,6300,689,408,0.038715587
2,2,20,246090,17751,2224,1570,0.087549271
2,3,105,206109,14190,802,1566,0.080336133
1,1,71,26423,1553,126,101,0.067365553
3,3,63,86693,3619,633,401,0.053672153
1,2,51,218777,18933,2305,2743,0.109613899
3,2,52,90860,6712,568,155,0.081829188
1,2,111,4706,162,17,6,0.039311517
2,3,119,72148,3979,369,553,0.067929811
3,2,68,104601,2517,335,73,0.027963404
1,3,54,230035,9107,525,1087,0.046597257
2,1,89,20546,2049,171,207,0.118125183
2,1,45,184807,5571,575,145,0.034040918
1,3,76,77581,5651,1069,113,0.088075689
3,2,26,158371,4981,714,424,0.038637124
3,3,119,199999,18886,2372,665,0.109615548
2,3,58,48347,1832,144,244,0.045918051
3,3,9,43221,1780,237,146,0.050045117
3,1,21,173848,11030,2088,556,0.078654917
3,3,105,100203,6305,850,263,0.07402972
2,1,82,20948,1301,97,167,0.074708803
1,3,107,28118,1731,345,196,0.080802333
3,1,45,105729,4027,502,456,0.047148843
2,3,96,131677,6464,633,200,0.055415904
2,3,99,22021,1396,175,141,0.077743972
1,2,85,207964,14643,1311,1947,0.086077398
3,2,39,191036,6262,341,748,0.038479658
3,3,44,50215,3672,673,129,0.089096883
1,3,26,4223,393,44,56,0.116741653
1,3,113,170182,13310,2168,386,0.093217849
2,3,52,95162,1673,327,154,0.022635085
2,2,57,101453,5298,767,756,0.067233103
1,1,97,24526,1206,185,153,0.0629536
3,3,14,40829,1644,314,178,0.052315756
2,2,22,56862,3082,392,404,0.068200204
2,3,103,132048,6545,641,703,0.059743427
3,3,112,153408,1619,304,43,0.012815499
2,1,84,35796,1120,67,73,0.035199464
3,3,118,160239,4685,385,353,0.033843197
3,3,53,199488,8265,836,752,0.049391442
3,1,75,18818,483,80,24,0.031193538
1,1,34,172964,2785,516,374,0.021247196
1,1,23,27488,761,89,37,0.032268626
1,1,59,172024,14944,1388,1576,0.104101753
3,2,64,85904,7021,723,940,0.101089588
3,2,91,146295,7283,1081,839,0.06290714
1,2,76,195529,17402,1282,655,0.098906045
2,3,85,101931,3153,416,453,0.039458065
3,1,25,163333,10221,1413,326,0.073224639
2,1,30,80520,1840,287,84,0.027459016
2,2,32,73334,6233,876,237,0.100171817
3,3,43,140675,3060,197,326,0.025470055
3,3,37,113587,1461,224,182,0.01643674
2,3,44,82240,2846,151,144,0.038193093
2,2,87,247696,22561,2448,3323,0.114382146
1,3,33,37261,806,90,30,0.024851722
1,3,24,120367,4785,322,292,0.044854487
3,3,24,17707,681,35,57,0.043655052
1,1,78,21009,1725,104,215,0.097291637
1,2,16,193835,9291,1086,640,0.056837001
1,1,101,55169,3588,308,155,0.073428918
1,1,29,21231,985,59,79,0.052894353
2,2,29,8246,491,43,40,0.069609508
3,1,8,191954,2998,387,66,0.017978266
1,3,8,32825,1433,231,32,0.051667936
2,3,13,6316,549,61,30,0.101329956
2,3,19,88870,6416,910,746,0.090829301
2,3,30,101608,9994,1394,675,0.118720967
1,2,83,117911,9540,1759,452,0.099659913
1,1,94,136098,6891,529,239,0.056275625
3,1,96,17289,1225,148,69,0.083405634
1,3,75,105082,8388,1214,692,0.097961592
1,3,36,51886,1778,227,57,0.039740971
2,1,80,70020,1078,126,23,0.017523565
3,2,103,41279,1920,376,70,0.05731728
1,1,56,221777,5105,976,591,0.030084274
1,3,36,109061,3811,540,307,0.042710043
2,3,13,90643,8630,1000,672,0.113654667
2,2,82,198607,17127,2796,386,0.102257222
1,1,17,245096,15519,1969,1744,0.078467213
3,2,60,67200,3098,617,143,0.057410714
3,2,48,163115,5511,842,175,0.040020844
2,3,101,247950,15231,917,1971,0.073075217
2,1,100,148867,8631,951,717,0.069182559
1,3,87,85536,6865,1095,805,0.102471474
2,1,34,222507,20809,3669,2639,0.121870323
1,3,20,221183,8759,1506,1273,0.052164949
3,3,16,194585,5558,1092,561,0.037058355
3,1,78,155230,7179,885,207,0.053282226
1,1,70,182702,9021,640,834,0.057443268
2,3,22,24005,326,48,28,0.016746511
3,1,17,112737,9870,598,271,0.095257103
2,3,97,260716,25968,5090,1553,0.125082465
3,1,28,173324,16134,2642,1187,0.115177356
1,3,106,48176,4213,831,172,0.108269678
1,3,16,219562,21809,2324,461,0.112013919
1,3,64,118754,10890,570,1289,0.107356384
3,2,64,133777,9625,1233,1258,0.090568633
2,1,97,102391,2560,174,127,0.027941909
2,3,90,64278,1547,235,31,0.028205607
2,2,104,65216,938,116,127,0.018109053
3,3,5,75699,3562,580,133,0.056473665
3,2,47,2209,182,17,13,0.095971028
3,3,59,137906,7464,1301,504,0.067212449
3,3,44,164584,7072,1043,292,0.051080299
3,2,68,64485,1278,253,125,0.025680391
2,2,38,260905,3824,293,533,0.017822579
3,1,38,53542,2458,141,213,0.052519517
3,1,52,154975,2943,522,431,0.025139539
2,2,37,35545,686,69,30,0.022084681
3,1,72,37212,1696,194,220,0.056702139
2,2,106,266056,14701,2776,785,0.068639685
2,1,34,132215,3543,411,186,0.031312635
1,3,114,191707,13729,1300,484,0.080920363
1,1,88,55016,2623,154,346,0.056765305
1,3,94,169447,3096,360,353,0.022479005
1,3,83,154392,10395,1540,669,0.081636354
3,1,75,21301,897,81,58,0.048636214
1,2,75,185442,2727,429,354,0.018927751
2,3,118,276312,26337,3206,3702,0.120316888
3,3,33,70109,4305,769,423,0.078406481
1,1,27,21973,1164,86,84,0.060710872
2,2,38,265205,23158,3787,623,0.103949775
3,2,88,169123,15949,3028,581,0.115643644
3,1,19,175831,5244,845,201,0.035772987
1,2,101,220409,18274,2026,1023,0.096742873
3,1,57,95059,8060,681,430,0.096476925
2,1,21,104017,1549,100,140,0.017199112
3,1,68,153023,11335,1658,1617,0.095475844
2,3,88,167377,2622,187,346,0.018849663
3,3,65,83115,5279,927,455,0.080141972
1,3,61,78406,5506,1068,122,0.085401627
2,1,81,220139,9473,666,273,0.047297389
3,3,112,11109,991,105,130,0.110360969
3,3,92,28842,2366,450,134,0.102281395
3,3,115,143788,13420,1618,823,0.110308232
2,1,41,219798,8427,1098,321,0.044795676
2,1,11,265117,3164,512,155,0.014450224
2,1,12,102969,8549,697,445,0.094115705
1,3,91,110055,3309,651,243,0.038189996
1,2,82,224812,11700,1955,1181,0.065992919
2,3,72,51408,4295,318,283,0.095238095
3,3,25,110407,3251,216,255,0.033711631
1,1,65,39530,1504,286,65,0.046926385
2,1,114,115047,5696,870,155,0.058419602
3,3,78,198457,6839,381,446,0.038628015
1,3,90,62730,3231,230,90,0.056607684
3,2,98,77623,843,48,49,0.012109813
3,2,98,79658,2317,454,298,0.038527204
3,1,84,32898,2794,348,189,0.101252356
3,2,79,65908,3111,371,140,0.054955392
1,2,90,84377,5676,1097,779,0.089503064
1,1,33,94118,2908,365,299,0.037952358
1,2,29,60392,4136,528,614,0.087395682
2,3,62,31505,3150,622,185,0.125599111
1,2,18,91830,5838,389,268,0.07072852
3,1,82,139245,9267,1833,544,0.083622392
1,3,70,87052,1744,130,219,0.024043101
3,2,58,8932,413,49,16,0.05351545
2,3,81,166313,14546,1463,746,0.100743778
3,3,71,149784,12744,2463,1417,0.110986487
3,2,34,31105,1773,217,205,0.070567433
3,2,22,109083,9960,532,1440,0.109384597
2,1,58,35382,808,67,119,0.028093381
1,1,104,90892,6293,721,668,0.084517889
1,3,25,188592,6110,925,410,0.039476754
2,1,57,24589,1674,224,132,0.082557241
3,3,87,172673,3084,547,237,0.022400723
1,3,20,123829,11754,2048,827,0.118138724
2,1,32,94452,7628,1057,487,0.097107526
1,1,8,174747,4908,666,205,0.033070668
2,1,119,170438,11479,1052,775,0.078069445
3,2,59,136923,10724,2077,1565,0.104920284
1,3,19,226656,6539,402,880,0.034506036
2,3,68,143654,2643,289,264,0.022247901
1,3,69,243385,10139,1511,456,0.049740124
1,1,116,174663,3880,744,520,0.029451
1,1,115,204215,12439,1557,753,0.072222902
1,1,20,139579,6723,1239,611,0.061420414
2,1,24,142006,7330,481,1015,0.062152303
3,1,68,43971,2588,335,164,0.070205363
2,2,37,271803,26741,2604,3709,0.121610137
2,1,85,271542,22086,3740,1116,0.099218537
2,3,73,11242,749,87,105,0.083703967
3,1,73,161692,6909,837,460,0.05075081
1,3,62,225513,2804,167,192,0.014025799
1,1,43,144868,2967,343,272,0.024725957
1,1,81,181217,13732,853,894,0.085416931
3,3,112,132014,5706,541,447,0.050706743
1,3,40,238987,9583,661,816,0.046278668
3,3,98,180615,16256,1628,1362,0.106558149
1,3,72,197886,10607,892,1537,0.065876313
1,2,91,239088,21747,2017,1231,0.104543097
2,3,25,56175,5044,364,287,0.101379617
3,1,67,170347,2932,339,378,0.021420982
2,1,89,18937,1800,224,127,0.113587157
2,2,10,155641,2634,462,77,0.020386659
2,3,28,198019,19151,2505,1581,0.117347325
3,1,115,14343,727,61,66,0.05954124
3,2,57,58875,4620,740,463,0.098904459
1,1,99,49803,3663,346,185,0.084211794
2,2,87,82069,4650,760,681,0.074218036
1,2,106,183419,12059,1303,1396,0.080460585
2,3,80,20438,1951,247,221,0.118357961
3,2,82,159438,14901,1871,1988,0.117663292
3,1,54,81504,5614,1085,131,0.083799568
3,1,16,19490,1348,98,134,0.081067214
2,3,60,155245,5002,954,631,0.042429708
3,3,19,143448,12132,1629,296,0.097993698
2,2,87,222776,14911,2968,1763,0.088169282
1,3,96,69254,5842,794,868,0.108354752
2,1,44,41763,2890,429,280,0.086176759
1,1,45,68841,2542,412,191,0.045684984
2,3,73,46684,1262,218,99,0.033823151
1,3,73,33711,570,69,61,0.020764736
3,3,10,16177,1014,153,95,0.078011992
1,2,91,180042,6403,910,783,0.044967285
3,2,71,157642,10521,1168,787,0.079141346
3,1,105,168436,2573,445,191,0.019051747
1,2,37,181681,7959,627,931,0.052383023
2,2,47,36391,1217,91,126,0.039405347
2,2,25,20788,900,144,109,0.055464691
2,2,88,56055,834,121,112,0.019034876
2,1,69,119187,8960,874,486,0.086586624
2,3,107,135101,2769,402,168,0.024714843
3,1,115,88462,999,165,88,0.01415297
2,2,21,198277,18869,1557,2659,0.116428027
3,3,97,15376,420,57,53,0.034469303
3,3,12,154947,13096,2274,1059,0.106029804
3,3,68,49606,4801,536,453,0.116719752
1,1,94,81393,4726,641,532,0.07247552
1,3,32,65996,3784,233,332,0.065897933
3,1,102,3283,141,24,4,0.051477307
1,1,94,83456,4031,682,265,0.059648198
2,2,17,70783,3778,447,98,0.061073987
2,2,112,284509,6739,457,721,0.027826888
3,3,105,114255,4893,729,312,0.051936458
2,3,17,154021,12853,1747,1490,0.104466274
3,2,42,118829,3138,589,238,0.033367276
3,1,29,166575,12607,1159,326,0.084598529
2,1,115,84942,5830,319,404,0.077146759
1,2,66,149000,2258,199,109,0.017221477
2,1,27,152904,1837,209,87,0.013949929
2,2,90,169453,7070,518,488,0.047659233
3,2,25,56780,4104,808,604,0.097146883
3,3,58,68412,2718,226,393,0.048777992
3,3,67,142397,9981,1513,1242,0.089440087
3,2,34,162518,11358,1341,589,0.081763251
1,3,79,101975,8422,1122,1004,0.103437117
1,2,72,132788,2516,477,55,0.022953881
1,1,101,201238,12465,1617,340,0.071666385
3,1,115,62662,979,93,125,0.019102486
3,1,80,100664,2600,216,242,0.030378288
3,1,77,82249,3231,593,221,0.049179929
1,2,36,59525,4384,868,509,0.096782864
3,1,79,143656,14027,1231,489,0.109616027
2,1,105,252543,10310,1631,590,0.049619273
2,1,28,118094,6719,845,769,0.070562433
3,1,11,58203,1939,300,91,0.040032301
2,2,76,218058,15437,3004,1514,0.09151235
2,1,101,92597,3980,363,311,0.050260808
1,3,93,214922,11464,1845,530,0.064390802
3,3,5,4090,249,28,33,0.075794621
3,3,7,159924,11476,1697,879,0.087866737
1,3,108,25454,392,43,38,0.018582541
2,3,32,60084,3601,562,190,0.072448572
2,3,47,259185,12649,1272,823,0.056886008
3,2,101,191638,4223,520,111,0.025329006
2,3,50,102103,2932,458,242,0.035571922
1,1,5,167895,15035,848,974,0.100402037
1,3,42,166079,14691,1457,922,0.102782411
3,2,95,106560,1385,182,187,0.01646021
1,3,106,148213,10678,652,1190,0.084473022
1,1,39,15746,942,146,74,0.07379652
3,1,78,5347,505,86,22,0.114643725
1,2,80,143433,13155,980,1927,0.111982598
1,2,78,114972,7146,1143,212,0.073939742
1,2,58,7101,159,23,5,0.026334319
2,2,102,53095,2728,304,150,0.059930314
3,3,28,174525,13135,981,1892,0.091723249
3,3,32,103483,9898,1912,556,0.119497889
3,1,26,165740,7084,847,594,0.051435984
2,2,113,246411,19865,1540,2362,0.096452675
2,2,20,125902,9002,1419,1267,0.092834109
3,3,17,19747,336,47,33,0.021066491
2,2,104,151081,9097,1568,636,0.074800935
3,1,104,91187,2417,481,357,0.035695878
2,1,66,213115,15241,864,356,0.077239988
1,2,47,155287,10079,1621,1291,0.083658001
1,1,91,226957,22145,4392,1241,0.122393229
3,1,82,190023,17897,2339,2259,0.118380407
2,3,36,35375,383,60,15,0.012946996
2,1,71,253024,4352,505,283,0.020314278
1,2,95,119612,9475,980,258,0.089564592
1,2,87,113541,8141,1257,374,0.086065826
2,1,90,171321,14062,2787,1383,0.106420112
2,2,61,211690,7200,458,856,0.040219188
2,3,69,45664,3947,447,546,0.1081815
2,1,73,43779,2180,416,77,0.061056671
2,1,53,184170,6182,413,236,0.037090731
2,1,37,16414,179,26,25,0.014012428
3,2,119,169990,15030,1721,1797,0.109112301
2,2,23,260423,15151,1614,1366,0.069621347
1,1,40,126938,12412,1010,1017,0.113748444
3,2,119,11198,832,63,33,0.082871941
2,2,74,98302,1694,215,117,0.020609957
1,1,19,102524,6452,687,441,0.073933908
3,1,104,170501,1967,243,205,0.01416414
1,2,101,106170,6391,507,625,0.070858058
2,1,28,203405,8444,865,234,0.046916251
2,1,31,214773,14582,2908,1900,0.090281367
2,1,53,220863,12973,1364,1840,0.0732445
2,1,79,241381,8091,905,982,0.041337139
3,2,117,122759,3021,160,130,0.026971546
3,1,27,72148,3349,358,141,0.053334812
1,3,37,186981,18476,3039,2113,0.12636578
2,1,45,113169,5569,709,430,0.059274183
1,3,114,34528,2672,396,323,0.098210148
3,1,115,143355,2168,289,64,0.017585714
2,3,60,130728,5764,379,652,0.051978153
2,3,33,91234,5677,566,426,0.073097749
3,1,35,186887,14503,2235,348,0.09142423
3,1,69,61121,3517,464,319,0.070352252
3,1,102,172891,9747,1474,1080,0.071148874
3,3,22,24016,1891,196,167,0.093854097
3,2,86,146320,5588,441,201,0.042577911
2,2,10,125184,2272,396,286,0.023597265
3,1,56,150348,6200,659,379,0.048141645
2,2,44,101544,2468,365,345,0.031296778
2,2,69,233821,22665,2429,3125,0.120686337
3,1,115,150427,9322,1762,429,0.076535462
3,3,46,181348,9102,1809,745,0.064274213
2,1,98,26529,2442,359,92,0.109050473
3,2,72,169086,15392,2159,1663,0.113634482
3,3,36,122542,5810,1023,759,0.061954269
3,2,14,22096,1960,249,204,0.109205286
1,3,111,98653,1555,280,83,0.019441882
2,2,73,8417,755,84,22,0.102292978
1,1,13,74981,2845,155,82,0.041103746
3,2,73,72953,4439,838,441,0.07837923
1,2,65,18494,633,100,91,0.044554991
3,3,15,113670,11211,1419,1237,0.12199349
1,2,103,121839,2005,384,230,0.02149558
3,1,95,146374,7351,1345,461,0.062558924
1,1,72,58669,3865,256,371,0.076565137
1,1,78,170499,11151,1601,681,0.078786386
1,3,107,196342,15017,1962,2060,0.096968555
2,3,101,165236,12425,2068,462,0.090506911
1,2,106,41441,3372,320,344,0.097391472
2,2,12,68327,2124,108,244,0.036237505
3,2,53,102461,4441,345,492,0.051512283
1,3,28,249341,11066,903,591,0.050372783
3,3,107,101099,9708,909,807,0.11299815
3,2,37,78925,3696,390,392,0.056737409
1,3,109,54035,1619,252,228,0.038845193
2,3,111,280634,18777,1147,1595,0.076679946
1,1,23,9044,438,53,25,0.057054401
3,1,6,174841,5683,709,399,0.038841004
3,2,59,29509,2194,312,198,0.091633061
1,2,15,30844,841,81,123,0.033880171
2,1,103,137278,9197,818,935,0.079765148
2,3,21,165622,8073,989,323,0.056665177
3,2,46,54232,2100,312,272,0.049491075
3,2,65,37228,3541,200,154,0.104625551
2,2,7,260693,10218,960,255,0.043856183
1,3,90,88925,3670,616,121,0.049558617
3,1,39,39693,3507,430,428,0.109969012
2,2,89,89533,1935,373,265,0.028738007
3,1,93,102019,2012,362,110,0.024348406
1,1,107,246815,8748,888,741,0.042043636
2,3,70,92165,5829,926,569,0.079466175
3,3,5,36337,1620,147,120,0.051930539
1,3,11,20060,1299,99,37,0.071535394
3,3,24,175865,4287,780,117,0.029477156
1,3,47,214213,7182,736,554,0.03954942
1,3,10,169353,10307,829,1275,0.073284796
2,2,59,177832,5253,1023,162,0.036202708
1,1,104,208941,10040,548,469,0.052919245
3,3,119,50993,3138,329,172,0.071362736
1,2,25,229395,22395,1248,2075,0.112112295
1,1,55,82459,1417,177,36,0.0197674
2,3,50,272466,14014,1544,1847,0.06387953
1,3,39,233431,10659,1685,865,0.056586315
1,2,104,230684,19419,3749,1613,0.107424009
3,1,12,172947,15742,2014,983,0.108351113
2,3,118,43438,3980,369,189,0.10447074
2,1,72,181221,7930,1433,533,0.054607358
2,2,111,84369,3157,444,438,0.047873034
1,3,20,21134,1065,141,34,0.058673228
2,1,71,274719,11252,880,313,0.045300835
1,2,75,79899,5968,334,208,0.081477866
1,2,68,91307,2668,318,322,0.036229424
3,3,6,96265,6669,861,175,0.080039474
3,1,5,168852,15775,1089,998,0.105784948
3,3,62,21812,767,45,57,0.039840455
3,3,5,46522,3299,271,283,0.082821031
3,1,106,90383,2071,123,42,0.024739166
1,1,119,204746,4284,250,356,0.02388325
1,1,11,27932,570,66,25,0.023664614
2,2,92,257020,5774,990,188,0.027048479
1,2,73,221247,6516,974,582,0.036484111
1,1,89,51966,3151,478,367,0.076896432
3,2,96,47580,3760,336,532,0.09726776
1,3,22,245788,5264,271,729,0.025485378
3,1,92,189771,16757,1970,1204,0.105026585
2,3,36,176162,15122,1611,1686,0.104557169
2,1,49,293343,22137,4252,2444,0.098291079
1,3,37,106528,5149,313,378,0.054821268
2,1,78,149909,1520,253,49,0.01215404
1,3,77,178231,13568,1462,945,0.089630872
2,1,53,17688,1576,274,234,0.117819991
3,1,37,142859,5739,712,528,0.048852365
3,2,101,167829,12523,2167,806,0.092332076
3,3,75,92640,1443,173,168,0.01925734
3,2,72,62539,4618,509,504,0.090039815
1,3,32,134135,2165,421,206,0.020814851
2,2,91,89732,5639,593,580,0.075914947
1,1,57,177853,11343,1937,1089,0.08079144
3,2,100,148031,5505,330,794,0.044781161
1,2,48,232477,3980,236,343,0.019610542
2,1,84,167352,15972,1848,1544,0.115708208
1,2,114,227532,13242,1825,1076,0.070948262
2,1,59,262046,16293,2301,1597,0.077051357
1,3,14,161539,10556,585,1433,0.077838788
2,2,18,8135,733,113,47,0.109772588
2,1,107,284708,4391,305,370,0.017793669
3,1,40,65258,5899,1140,462,0.114943762
2,2,38,108813,3435,343,246,0.036980875
3,3,92,197732,3364,300,426,0.020684563
3,2,22,29462,2037,190,102,0.079050981
3,1,20,58682,5746,1095,488,0.124893494
1,3,109,5728,86,10,12,0.018854749
1,2,41,141703,6851,789,280,0.055891548
1,1,45,144956,8361,1127,172,0.066640912
1,2,29,27974,914,173,49,0.040609137
2,3,12,89614,8823,849,1234,0.121699734
2,3,92,146346,9905,763,310,0.075014008
1,3,88,152923,13150,1832,497,0.101220876
2,3,116,53526,2538,314,156,0.056196988
2,3,98,58467,2447,145,293,0.049344074
3,2,88,118609,7090,909,834,0.074471583
3,3,22,126420,6216,835,194,0.05730897
3,3,72,81430,6053,932,855,0.096279013
3,1,52,28965,982,195,50,0.042361471
2,3,104,166630,8408,952,474,0.059016984
1,1,74,62807,5687,719,399,0.108347796
2,1,71,258383,20166,1235,2066,0.090822539
2,1,22,193096,4851,847,425,0.031709616
2,2,115,135030,12128,784,1706,0.108257424
3,2,108,100983,6363,1209,594,0.080865096
3,1,22,124194,8834,903,1160,0.087741759
3,2,60,84667,3088,310,93,0.041232121
1,3,27,227037,11292,1121,1482,0.061201478
2,2,39,193151,15956,3072,729,0.102287847
1,3,10,186972,7434,1464,499,0.050258862
3,3,30,131335,3264,639,201,0.031248334
1,2,89,182782,8051,1253,514,0.053714261
2,2,65,50110,813,54,113,0.019556975
2,1,92,271933,20288,2190,1570,0.088433548
3,2,19,2533,59,5,3,0.026450849
3,2,95,52970,1888,295,110,0.043288654
1,2,36,31776,2837,351,353,0.111436304
3,3,16,181374,10636,1515,958,0.07227607
3,3,9,20725,806,41,63,0.043908323
2,3,68,69367,4112,688,577,0.077515245
3,1,75,74230,2200,424,309,0.039512327
3,1,90,72542,889,133,105,0.015535828
2,1,31,97534,6274,1115,547,0.081366498
2,3,83,257987,19161,2332,673,0.085919058
1,2,107,98623,8795,466,985,0.103890573
3,1,49,105211,8361,1660,1053,0.105255154
2,1,39,225970,21105,1241,2759,0.111098818
1,3,30,7485,739,58,70,0.115831663
